iau,filename,type,redshift
2022erq,2022erq_92591.dat,SN Ia-CSM,0.066
2022erq,2022erq_92592.dat,SN Ia-CSM,0.066
2022erq,2022erq_92593.dat,SN Ia-CSM,0.066
2022erq,2022erq_92594.dat,SN Ia-CSM,0.066
2022erq,2022erq_92595.dat,SN Ia-CSM,0.066
2022erq,2022erq_92596.dat,SN Ia-CSM,0.066
2022erq,2022erq_92597.dat,SN Ia-CSM,0.066
2022erq,2022erq_92598.dat,SN Ia-CSM,0.066
2022erq,2022erq_92599.dat,SN Ia-CSM,0.066
2022erq,2022erq_92600.dat,SN Ia-CSM,0.066
2022erq,2022erq_92601.dat,SN Ia-CSM,0.066
2022erq,2022erq_92602.dat,SN Ia-CSM,0.066
2022erq,2022erq_92603.dat,SN Ia-CSM,0.066
2022erq,2022erq_92604.dat,SN Ia-CSM,0.066
2022erq,2022erq_92605.dat,SN Ia-CSM,0.066
2023aegg,2023aegg_92531.txt,SN Ia,0.082
2023fsi,2023fsi_92633.ascii,SN Ia,0.092
2025aico,2025aico_92671.ascii,SN II,0.00478
2025aico,2025aico_92672.ascii,SN II,0.00478
2025aico,2025aico_92673.ascii,SN II,0.00478
2025aico,2025aico_92674.ascii,SN II,0.00478
2025aico,2025aico_92675.ascii,SN II,0.00478
2025aico,2025aico_92676.ascii,SN II,0.00478
2025aico,2025aico_92677.ascii,SN II,0.00478
2025aico,2025aico_92678.ascii,SN II,0.00478
2025aico,2025aico_92679.ascii,SN II,0.00478
2025aico,2025aico_92680.ascii,SN II,0.00478
2025aico,2025aico_92681.ascii,SN II,0.00478
2025aico,2025aico_92682.ascii,SN II,0.00478
2025aico,2025aico_92683.ascii,SN II,0.00478
2025aico,2025aico_92684.ascii,SN II,0.00478
2025aico,2025aico_92685.ascii,SN II,0.00478
2025aico,2025aico_92686.ascii,SN II,0.00478
2025aico,2025aico_92687.ascii,SN II,0.00478
2025aico,2025aico_92688.ascii,SN II,0.00478
2025kzr,2025kzr_92442.txt,SN Ibn,0.012
2025kzr,2025kzr_92443.txt,SN Ibn,0.012
2025kzr,2025kzr_92444.txt,SN Ibn,0.012
2025kzr,2025kzr_92445.txt,SN Ibn,0.012
2025kzr,2025kzr_92446.txt,SN Ibn,0.012
2025kzr,2025kzr_92447.txt,SN Ibn,0.012
2025kzr,2025kzr_92448.txt,SN Ibn,0.012
2025kzr,2025kzr_92449.txt,SN Ibn,0.012
2025kzr,2025kzr_92450.txt,SN Ibn,0.012
2025kzr,2025kzr_92451.txt,SN Ibn,0.012
2025kzr,2025kzr_92452.txt,SN Ibn,0.012
2025kzr,2025kzr_92453.txt,SN Ibn,0.012
2025kzr,2025kzr_92454.txt,SN Ibn,0.012
2025kzr,2025kzr_92455.txt,SN Ibn,0.012
2025kzr,2025kzr_92456.txt,SN Ibn,0.012
2025kzr,2025kzr_92457.txt,SN Ibn,0.012
2025kzr,2025kzr_92458.txt,SN Ibn,0.012
2025kzr,2025kzr_92459.txt,SN Ibn,0.012
2025kzr,2025kzr_92460.txt,SN Ibn,0.012
2025kzr,2025kzr_92461.txt,SN Ibn,0.012
2025kzr,2025kzr_92462.txt,SN Ibn,0.012
2025kzr,2025kzr_92463.txt,SN Ibn,0.012
2025kzr,2025kzr_92464.txt,SN Ibn,0.012
2025kzr,2025kzr_92465.txt,SN Ibn,0.012
2025kzr,2025kzr_92466.txt,SN Ibn,0.012
2025kzr,2025kzr_92467.txt,SN Ibn,0.012
2025kzr,2025kzr_92468.txt,SN Ibn,0.012
2025kzr,2025kzr_92469.txt,SN Ibn,0.012
2025kzr,2025kzr_92470.txt,SN Ibn,0.012
2025kzr,2025kzr_92471.txt,SN Ibn,0.012
2025kzr,2025kzr_92472.txt,SN Ibn,0.012
2025kzr,2025kzr_92473.txt,SN Ibn,0.012
2025kzr,2025kzr_92474.txt,SN Ibn,0.012
2025kzr,2025kzr_92475.txt,SN Ibn,0.012
2025kzr,2025kzr_92476.txt,SN Ibn,0.012
2025kzr,2025kzr_92477.txt,SN Ibn,0.012
2025kzr,2025kzr_92478.txt,SN Ibn,0.012
2025wkt,2025wkt_92566.ascii,SN IIn,0.115
2026jrc,2026jrc_92500.ascii,SN II,0.019163
2026nnx,2026nnx_92562.ascii,SN Ia-pec,0.054
2026okn,2026okn_92622.ascii,SN Ia,0.1022
2026olk,2026olk_92499.ascii,SN IIn,0.078
2026oti,2026oti_92498.ascii,SN Ia,0.064488
2026ovw,2026ovw_92662.ascii,SN II,0.043
2026oxz,2026oxz_92497.ascii,SN Ic,0.1
2026pby,2026pby_92654.ascii,SN Ia-91T-like,0.165
2026pdh,2026pdh_92561.ascii,SN Ib/c,0.035
2026pef,2026pef_92503.ascii,SN Ib,0.06
2026plb,2026plb_92410.ascii,SN IIn,0.03
2026pyf,2026pyf_92564.ascii,SN Ia,0.05239
2026pyk,2026pyk_92568.ascii,SN II,0.012
2026qbr,2026qbr_92496.ascii,SN II,0.0385
2026qif,2026qif_92495.ascii,SN II,0.07
2026qip,2026qip_92695.ascii,SN Ia,0.04389
2026qsm,2026qsm_92661.ascii,SN Ia-CSM,0.146
2026rio,2026rio_92621.ascii,SN IIP,0.033644
2026roa,2026roa_92494.ascii,SN Ia,0.115
2026rop,2026rop_92567.ascii,SN II,0.016128
2026srp,2026srp_92560.ascii,SN Ia,0.08
2026sts,2026sts_92571.ascii,SN Ia,0.07
2026sun,2026sun_92423.dat,SN II,0.01701
2026tiz,2026tiz_92615.flm,SN Ia,0.057
2026uwo,2026uwo_92493.ascii,SN Ia,0.108
2026uwu,2026uwu_92411.dat,SN Ia,0.064771
2026uwz,2026uwz_92573.ascii,SN Ia,0.105
2026uyc,2026uyc_92386.ascii,SN Ia,0.069018
2026uyg,2026uyg_92690.ascii,SN Ia,0.06
2026uyo,2026uyo_92660.ascii,SN Ia,0.033355
2026uzh,2026uzh_92401.ascii,SN Ia,0.047
2026vba,2026vba_92422.dat,SN I,0.01991
2026vbm,2026vbm_92491.ascii,SN Ia,0.085
2026vca,2026vca_92505.ascii,SN Ia,0.05
2026vcu,2026vcu_92490.ascii,SN IIn,0.062
2026vda,2026vda_92492.ascii,SN Ic,0.06
2026vey,2026vey_92559.ascii,SN Ia,0.0753
2026vfm,2026vfm_92437.ascii,SN Ia,0.0637
2026vfn,2026vfn_92565.ascii,SN Ia,0.097
2026vho,2026vho_92691.ascii,SN Ia,0.032
2026vhw,2026vhw_92555.dat,SN IIn,0.05
2026vjl,2026vjl_92438.flm,SN Ia,0.077
2026vmn,2026vmn_92550.ascii,SN Ia,0.024787
2026vmv,2026vmv_92508.ascii,SN Ia,0.048
2026vmw,2026vmw_92504.ascii,SN Ia,0.09
2026vqm,2026vqm_92659.ascii,SN Ia,0.082
2026vrz,2026vrz_92404.ascii,SN Ia,0.0535
2026vsq,2026vsq_92488.ascii,SN Ia,0.071855
2026wbo,2026wbo_92507.ascii,SN Ia,0.058
2026wbs,2026wbs_92489.ascii,SN IIb,0.048
2026wcg,2026wcg_92509.ascii,SN Ia,0.047393
2026wds,2026wds_92486.ascii,SN II,0.031892
2026wdv,2026wdv_92487.ascii,SN Ia,0.13
2026wdy,2026wdy_92608.csv,SN Ia-91T-like,0.034
2026web,2026web_92532.ascii,SN Ia,0.076
2026wen,2026wen_92570.ascii,SN IIb,0.034
2026wep,2026wep_92387.ascii,SN Ia,0.09
2026wev,2026wev_92403.ascii,SN Ia,0.082
2026wex,2026wex_92533.dat,SN Ia,0.01682
2026wfn,2026wfn_92415.dat,SN Ia,0.0554
2026wfr,2026wfr_92620.ascii,SN IIP,0.064148
2026wfv,2026wfv_92421.dat,SN Ic-BL,0.01976
2026wgm,2026wgm_92400.csv,SN Ia,0.0142
2026wgy,2026wgy_92506.ascii,SN Ia,0.052139
2026whl,2026whl_92502.ascii,SN Ia,0.05275
2026wiv,2026wiv_92440.csv,SN IIP,0.018
2026wjd,2026wjd_92384.ascii,SN Ia,0.04231
2026wjd,2026wjd_92385.ascii,SN Ia,0.04231
2026wjm,2026wjm_92572.ascii,SN II,0.025394
2026wjn,2026wjn_92623.ascii,SN Ia,0.07
2026wjs,2026wjs_92398.dat,SN Ia,0.032202
2026wkc,2026wkc_92558.ascii,SN Ic,0.035791
2026wkd,2026wkd_92551.ascii,SLSN-I,0.3
2026wkg,2026wkg_92557.ascii,SN II,0.027444
2026wkv,2026wkv_92418.ascii,SN Ia,0.024499
2026wlc,2026wlc_92669.ascii,SN II,0.046543
2026wle,2026wle_92485.ascii,SN Ia,0.05
2026wll,2026wll_92416.ascii,SN Ia,0.039681
2026wom,2026wom_92405.ascii,SN Ia,0.055
2026woq,2026woq_92511.ascii,SN Ia,0.075
2026wov,2026wov_92414.ascii,SN Ia,0.1
2026wpc,2026wpc_92619.ascii,SN Ia,0.06
2026wpd,2026wpd_92412.txt,SN Ibn/Icn,0.025
2026wpp,2026wpp_92563.ascii,SN Ia,0.063
2026wrs,2026wrs_92652.spec,SN Ia,0.06153
2026wsr,2026wsr_92501.ascii,SN Ia,0.07
2026wsy,2026wsy_92413.dat,SN II,0.01215
2026wta,2026wta_92483.ascii,SN II,0.03
2026wtf,2026wtf_92482.ascii,SN Ia,0.09
2026wtg,2026wtg_92481.ascii,SN Ia,0.04
2026wts,2026wts_92432.dat,SN Ia,0.078
2026wue,2026wue_92417.ascii,SN Ia,0.062
2026wwa,2026wwa_92484.ascii,SN Ia,0.08
2026wye,2026wye_92399.ascii,SN Ia,0.085
2026wyu,2026wyu_92402.ascii,SN Ia,0.035
2026wyz,2026wyz_92420.dat,SN Ia,0.072
2026wza,2026wza_92616.flm,SN Ib,0.02
2026xaq,2026xaq_92439.flm,SN Ia,0.05
2026xau,2026xau_92556.ascii,SN II,0.03004
2026xav,2026xav_92648.ascii,SN Ia,0.052
2026xby,2026xby_92428.dat,SN I,0.0197
2026xbz,2026xbz_92653.ascii,SN Ia,0.092
2026xca,2026xca_92431.dat,SN Ia,0.066
2026xca,2026xca_92510.ascii,SN Ia,0.066
2026xcs,2026xcs_92549.ascii,SLSN-II,0.086
2026xkg,2026xkg_92569.ascii,SN Ia,0.06
2026xkn,2026xkn_92624.ascii,SN Ia,0.056496
2026xkr,2026xkr_92625.ascii,SN Ia,0.09
2026xks,2026xks_92529.ascii,SN Ia,0.075
2026xku,2026xku_92430.dat,SN Ia,0.053
2026xkx,2026xkx_92425.ascii,SN Ia,0.036
2026xkx,2026xkx_92436.dat,SN Ia,0.036
2026xla,2026xla_92518.ascii,SN Ia,0.045
2026xlo,2026xlo_92480.ascii,SN Ib,0.027989
2026xql,2026xql_92543.ascii,SN Ia,0.091
2026xqs,2026xqs_92479.ascii,SN Ia,0.0912
2026xqu,2026xqu_92434.dat,SN Ia-pec,0.0132
2026xrg,2026xrg_92433.dat,SN Ia,0.0171
2026xst,2026xst_92611.ascii,SN Ia,0.066
2026xzo,2026xzo_92606.ascii,SN Ia,0.066
2026xzt,2026xzt_92526.ascii,SN Ia,0.065
2026xzu,2026xzu_92525.dat,SN Ia,0.077
2026yae,2026yae_92628.ascii,SN Ia,0.082
2026ydy,2026ydy_92667.ascii,SN Ia,0.059
2026yec,2026yec_92517.ascii,SN Ia,0.037
2026yee,2026yee_92519.ascii,SN Ia,0.065
2026yef,2026yef_92424.ascii,SN Ia,0.081
2026ygx,2026ygx_92658.ascii,SN II,0.0732
2026yhe,2026yhe_92630.ascii,SN Ia,0.107
2026yhf,2026yhf_92666.ascii,SN Ia,0.046013
2026yid,2026yid_92429.csv,SN Ia,0.01596
2026yiz,2026yiz_92528.ascii,SN Ia,0.023563
2026yju,2026yju_92546.ascii,SN Ia,0.045
2026yjv,2026yjv_92513.dat,SN II,0.013756
2026yjv,2026yjv_92521.dat,SN II,0.013756
2026yjz,2026yjz_92635.ascii,SN Ia,0.048143
2026yka,2026yka_92626.dat,SN Ia,0.062
2026ylk,2026ylk_92612.ascii,SN Ia,0.0494
2026yly,2026yly_92614.spec,SN II,0.004926
2026ymb,2026ymb_92516.dat,SN Ia,0.024567
2026ymd,2026ymd_92514.dat,SN Ia,0.025324
2026ymi,2026ymi_92515.dat,SN Ia,0.035821
2026ymi,2026ymi_92547.ascii,SN Ia,0.035821
2026ymk,2026ymk_92512.dat,SN Ia-91T-like,0.103428
2026yoi,2026yoi_92647.ascii,SN Ia,0.04582
2026ypl,2026ypl_92548.txt,SN Ia,0.050352
2026yte,2026yte_92544.ascii,SN Ia,0.029
2026yum,2026yum_92524.dat,SN II,0.014657
2026ywa,2026ywa_92545.txt,SN Ia,0.0189
2026ywa,2026ywa_92618.dat,SN Ia,0.0189
2026yww,2026yww_92696.ascii,SN Ia,0.066
2026yxs,2026yxs_92552.ascii,SN Ia,0.046
2026yyt,2026yyt_92692.ascii,SN Ia,0.057643
2026yzg,2026yzg_92697.dat,SN II,0.0159
2026yzi,2026yzi_92703.ascii,SN Ia,0.1
2026yzt,2026yzt_92638.ascii,SN Ia,0.035831
2026zaa,2026zaa_92607.ascii,SN Ia,0.069
2026zao,2026zao_92613.ascii,SN Ia,0.089
2026zdj,2026zdj_92668.ascii,SN Ia,0.08
2026zec,2026zec_92610.ascii,SN Ia,0.015
2026zef,2026zef_92664.ascii,SN Ia,0.09566
2026zeg,2026zeg_92657.ascii,SN Ia,0.067
2026zei,2026zei_92665.ascii,SN Ia,0.095
2026zej,2026zej_92663.ascii,SN Ia,0.10455
2026zfl,2026zfl_92637.ascii,SN Ia,0.0505
2026zfw,2026zfw_92627.dat,SN Ia,0.054
2026zfw,2026zfw_92636.ascii,SN Ia,0.054
2026zhe,2026zhe_92694.ascii,SN II,0.03
2026zji,2026zji_92649.dat,SN Ia,0.0238
2026zji,2026zji_92650.ascii,SN Ia,0.0238
2026zkk,2026zkk_92629.dat,SN Ia-91T-like,0.065
2026zkv,2026zkv_92634.ascii,SN Ia,0.06
2026zkw,2026zkw_92656.ascii,SN Ia-91T-like,0.1135
2026zvi,2026zvi_92693.ascii,SN Ia,0.07
2026zwk,2026zwk_92651.ascii,SN Ia,0.053
2026zxs,2026zxs_92698.ascii,SN Ia,0.071
2026zyf,2026zyf_92689.dat,SN IIP,0.0206
2026zyg,2026zyg_92670.dat,SN II,0.01054
