iau,filename,type,redshift
2026cmq,2026cmq_90908.ascii,SLSN-II,0.193
2026cni,2026cni_90898.ascii,SLSN-II,0.132
2026cwe,2026cwe_90894.dat,SN II,0.056
2026cyb,2026cyb_90939.ascii,SN II,0.0146
2026dip,2026dip_90896.dat,SN Ia,0.033
2026ehr,2026ehr_90916.ascii,SN IIb,0.056388
2026eqt,2026eqt_90884.ascii,SN II,0.03826
2026etu,2026etu_90852.dat,SN Ia,0.0535
2026euy,2026euy_90861.ascii,SN II,0.023953
2026ewu,2026ewu_90862.ascii,SN II,0.045
2026exy,2026exy_90919.dat,SN Ib/c,
2026eya,2026eya_90905.txt,SN II,0.15
2026fcl,2026fcl_90999.ascii,SLSN-II,0.1928
2026fdp,2026fdp_91027.dat,SN II,0.01498
2026fdt,2026fdt_90851.dat,SN IIP,0.0155
2026feu,2026feu_90906.txt,SN II,0.09
2026foe,2026foe_90887.ascii,SN Ia-91T-like,0.1
2026fqk,2026fqk_90856.ascii,SN Ia,0.048404
2026fqo,2026fqo_90915.ascii,SN Ia,0.07
2026fqv,2026fqv_91032.dat,SN Ic-BL,0.071
2026fvm,2026fvm_90995.ascii,SN II,0.038
2026fvx,2026fvx_90953.txt,SN Ia,0.004846
2026gal,2026gal_90992.ascii,SN Ia,0.053
2026gul,2026gul_90858.dat,SN Ia,0.107497
2026guy,2026guy_90864.ascii,SN Ia,0.056
2026gwp,2026gwp_90958.ascii,SN Ia,0.06233
2026gzx,2026gzx_90846.dat,SN Ia,0.004955
2026hac,2026hac_90865.ascii,SN Ia,0.08
2026hag,2026hag_90963.ascii,SN II,0.0225
2026hbc,2026hbc_90883.ascii,SN II,0.020745
2026hbj,2026hbj_90895.ascii,SN Ia,0.08
2026hbk,2026hbk_91007.ascii,SN Ia,0.07229
2026hbl,2026hbl_90889.ascii,SN Ia,0.04099
2026hbm,2026hbm_90930.ascii,SN II,0.027065
2026hbn,2026hbn_90991.ascii,SN Ic,0.023896
2026hbq,2026hbq_90886.ascii,SN Ia,0.04088
2026hct,2026hct_91003.dat,SN IIP,0.0154
2026hdq,2026hdq_91045.ascii,SN II,0.035374
2026hdt,2026hdt_90929.ascii,SN II,0.032718
2026hea,2026hea_90879.ascii,SN Ia,0.065
2026heb,2026heb_90914.ascii,SN Ia-SC,0.131
2026hiu,2026hiu_90866.ascii,SN II,0.029
2026hle,2026hle_90853.dat,SN Ia,0.058
2026hlk,2026hlk_91009.txt,SN IIn,0.019
2026hlr,2026hlr_90881.ascii,SN Ia,0.05
2026hma,2026hma_90911.ascii,SN Ic-BL,0.0273
2026hnc,2026hnc_91012.ascii,SN Ia,0.086
2026hor,2026hor_90994.ascii,SN Ia,0.04
2026huo,2026huo_90876.dat,SN Ia,0.03357
2026huy,2026huy_90868.dat,SN Ia,0.038614
2026hvw,2026hvw_90899.csv,SN Iax[02cx-like],0.02
2026hwd,2026hwd_90871.dat,SN Ia,0.060394
2026hze,2026hze_90867.dat,SN II,0.008726
2026ico,2026ico_91017.ascii,SN Ia,0.06
2026ics,2026ics_90891.ascii,SN Ia,0.05
2026ict,2026ict_90957.ascii,SN Ic-BL,0.08
2026icv,2026icv_90877.dat,SN Ia,0.02256
2026icw,2026icw_90910.ascii,SN Ia,0.07907
2026icy,2026icy_90897.dat,SN Ic,0.006
2026idh,2026idh_90880.dat,SN Ic,0.007178
2026idq,2026idq_90872.dat,SN II,0.02119
2026idu,2026idu_90925.dat,SN II,0.01022
2026idz,2026idz_90863.ascii,SN Ia,0.1
2026iei,2026iei_90923.ascii,SN Ia,0.049
2026ieq,2026ieq_90892.ascii,SN Ia,0.041
2026ies,2026ies_90949.flm,SN II,0.02
2026iet,2026iet_91044.ascii,SN II,0.033
2026iho,2026iho_90936.ascii,SN Ia,0.088
2026ihp,2026ihp_90941.ascii,SN Ia,0.065
2026iht,2026iht_90921.ascii,SN Ia,0.02
2026iib,2026iib_90882.ascii,SN Ia,0.0685
2026iif,2026iif_91053.ascii,SN Ia,0.06335
2026ijo,2026ijo_90951.ascii,SN Ia,
2026ikk,2026ikk_90931.ascii,SN Ia,0.058
2026iko,2026iko_90907.txt,SN II,0.123608
2026ilv,2026ilv_90874.ascii,SN Ia,0.055
2026iqo,2026iqo_90938.ascii,SN Ia,0.052
2026iqu,2026iqu_90955.ascii,SN Ic,0.0286
2026iqu,2026iqu_90956.ascii,SN Ic,0.0286
2026iqv,2026iqv_90922.dat,SN Ic,0.01743
2026irs,2026irs_91008.txt,SN Ia,0.07
2026irv,2026irv_90960.ascii,SN Ia,0.072
2026isc,2026isc_90940.ascii,SN Ia,0.057498
2026iur,2026iur_90890.dat,SN Ia,0.02057
2026iur,2026iur_90893.dat,SN Ia,0.02057
2026iut,2026iut_90917.ascii,SN Ia,0.087
2026iut,2026iut_90927.ascii,SN Ia,0.087
2026ivc,2026ivc_91058.ascii,SN Ia,0.11
2026ivl,2026ivl_90948.flm,SN Ia,0.09
2026ixd,2026ixd_90961.ascii,SN II,0.0213
2026iyf,2026iyf_90937.ascii,SN Ia,0.044
2026iyp,2026iyp_91048.ascii,SN Ia,0.083
2026iyr,2026iyr_90935.ascii,SN Ia,0.030091
2026iys,2026iys_90950.ascii,SN Ia,
2026jdw,2026jdw_90933.ascii,SN Ia,0.07
2026jeb,2026jeb_90909.ascii,SN II,0.035
2026jee,2026jee_90959.ascii,SN Ia,0.03422
2026jej,2026jej_91006.ascii,SN Ia,0.08
2026jeo,2026jeo_91038.ascii,SN Ia,0.044
2026jfw,2026jfw_91039.ascii,SN Ia,0.03
2026jgn,2026jgn_91047.ascii,SN Ia,0.0799
2026jgo,2026jgo_90944.ascii,SN Ia,0.028897
2026jgt,2026jgt_90964.ascii,SN II,0.026
2026jih,2026jih_90902.dat,SN Ia,0.12
2026jjk,2026jjk_90952.ascii,SN Ia,
2026jkb,2026jkb_90913.csv,SN Ia,0.0009
2026jkf,2026jkf_90942.ascii,SN Ia,0.069
2026jkg,2026jkg_91016.ascii,SN Ia,0.092432
2026jkk,2026jkk_91049.ascii,SN Ia,0.076
2026jlj,2026jlj_90924.ascii,SN Ia,0.048
2026jlm,2026jlm_90904.ascii,SN Ia,0.016738
2026jnc,2026jnc_91050.ascii,SN Ia,0.065
2026joc,2026joc_90920.ascii,SN Ia,0.138
2026joh,2026joh_90912.dat,SN II,0.032
2026jov,2026jov_91046.ascii,SN Ia,0.09
2026jpk,2026jpk_90962.ascii,SN Ia,0.074
2026jqr,2026jqr_91056.ascii,SN Ia,0.064
2026jqv,2026jqv_91019.ascii,SN Ia-pec,0.05
2026jqy,2026jqy_91052.ascii,SN IIn,0.045
2026jru,2026jru_91018.ascii,SN Ia,0.066139
2026jrz,2026jrz_91024.dat,SN Ia,0.04
2026jsg,2026jsg_90996.ascii,SN Ia,0.033
2026jth,2026jth_90934.ascii,SN Ia,0.06
2026jtl,2026jtl_91023.ascii,SN Ia,0.054
2026jxj,2026jxj_91051.ascii,SN Ia,0.053101
2026jzi,2026jzi_91025.dat,SN Ia,0.079
2026kac,2026kac_91059.ascii,SN Ia,0.030418
2026kbs,2026kbs_91001.dat,SN Ib/c,0.019
2026kcf,2026kcf_91054.ascii,SN Ia,0.040431
2026kcp,2026kcp_91034.ascii,SN Ia,0.03733
2026ken,2026ken_91031.ascii,SN Ia,0.135429
2026key,2026key_91036.dat,SN Ia,0.03
2026kia,2026kia_91014.dat,SN II,0.014577
2026kid,2026kid_91010.ascii,SN II,0.0017
2026kid,2026kid_91015.ascii,SN II,0.0017
2026kif,2026kif_91037.dat,SN II,0.019
2026kjq,2026kjq_91035.ascii,SLSN-I,0.147
2026kjv,2026kjv_91043.ascii,SN Ia-91bg-like,0.046798
2026kmo,2026kmo_91033.dat,SN II,0.014033
2026kmz,2026kmz_91021.dat,SN Ia,0.046
2026knu,2026knu_91055.ascii,SN IIb,0.024049
2026krc,2026krc_91042.ascii,SN Ia,0.05874
2026laq,2026laq_91057.ascii,SN Ia,0.052
